ref_video_path,content_video_path,caption,first_frame_path
demo/example_data/camclone_example_camera_ref_videos/0010.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0011.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0012.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0013.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0014.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0015.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0016.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0017.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0018.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
demo/example_data/camclone_example_camera_ref_videos/0019.mp4,demo/example_test_data/videos/1.mp4,"A man and a woman are dancing together on a city street at dusk. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are both moving gracefully to the rhythm of the music, with the woman twirling and the man following her steps. The background features a cityscape with buildings and a distant mountain range, illuminated by the setting sun, creating a warm and romantic atmosphere. The main subjects are a man and a woman. The woman is wearing a yellow dress with a floral pattern and black shoes, while the man is dressed in a white shirt, dark tie, and dark pants with black shoes. They are dancing closely together, with the woman often twirling and the man following her movements. Their expressions and body language suggest they are enjoying the dance and are in sync with each other. The woman's movements are fluid and expressive, involving twirls and spins. The man follows her lead, moving in sync with her steps. Their dance is characterized by moderate to fast-paced movements, with the woman often leading the way. The background remains static, emphasizing the dynamic nature of their dance. ",demo/example_data/camclone_example_first_frames/002.jpg
